TAZID,CO_TAZID,DEVACRES,HH,JOB,AUTO_JB,AUTO_HH,TRAN_JB,TRAN_HH,COMP_AUTO,COMP_TRAN,AUTO_JB_WT,AUTO_HH_WT,TRAN_JB_WT,TRAN_HH_WT
2097,492097,27.180000,0.0,551.5,183562,107287,21988,6163,107287,6163,0,59168748,0,3398758
2098,492098,64.380000,0.0,3783.0,189958,110096,15379,4777,110096,4777,0,416492923,0,18070974
2099,492099,33.220000,0.0,1828.0,194287,112469,18201,5309,112469,5309,0,205593625,0,9705263
2100,492100,22.270000,0.0,1204.0,184118,106984,19341,6018,106984,6018,0,128808621,0,7246151
2101,492101,310.730000,152.1,93.4,172069,100967,22883,6118,154048,18634,26171743,9430330,3480485,571382
2102,492102,29.370000,0.0,552.0,196393,113286,15088,3857,113286,3857,0,62533838,0,2128991
2103,492103,93.150000,351.4,1158.9,186356,107783,12549,3023,135613,6397,65485610,124909736,4409738,3502859
2104,492104,181.520000,698.3,581.6,176899,102252,4280,927,153364,3223,123528724,59469580,2988556,538996
2105,492105,219.670000,2.0,172.0,193639,111564,0,0,113255,0,387277,19189091,0,0
2106,492106,101.880000,159.2,1200.2,189703,110926,4689,2633,126169,3031,30200722,133133877,746529,3160504
2107,492107,76.020000,23.2,164.7,173372,101928,9328,2830,116435,4150,4022223,16787557,216403,466179
2108,492108,167.000000,676.5,0.0,181870,106632,5956,1988,181870,5956,123035177,0,4029534,0
2109,492109,70.170000,42.3,7.5,150019,88240,5202,1550,144503,4876,6345790,661802,220026,11624
2110,492110,101.930000,291.8,524.6,181241,106557,4650,1268,144013,2964,52886176,55899909,1356780,665297
2111,492111,95.690000,656.4,0.0,179328,105435,6236,1364,179328,6236,117711147,0,4093049,0
2112,492112,137.040000,0.0,2054.6,170862,99918,9124,2655,99918,2655,0,205290872,0,5455309
2113,492113,110.320000,0.0,1348.7,184715,107501,7537,2565,107501,2565,0,144987240,0,3458907
2114,492114,333.060000,238.3,76.1,161454,94810,1858,497,151454,1654,38474600,7215054,442863,37805
2115,492115,102.610000,240.1,0.8,172440,100786,2519,528,172309,2515,41402931,80629,604812,423
2116,492116,195.420000,0.0,94.5,189742,109829,0,0,109829,0,0,10378853,0,0
2117,492117,492.800000,572.5,0.0,153721,90331,0,0,153721,0,88005399,0,0,0
2118,492118,279.980000,0.0,0.8,153866,90401,0,0,90401,0,0,72321,0,0
2119,492119,1518.040000,840.6,0.0,147609,89868,0,0,147609,0,124080456,0,0,0
2120,492120,731.580000,313.0,0.0,141484,87032,0,0,141484,0,44284627,0,0,0
2121,492121,551.730000,431.8,0.0,121828,75218,0,0,121828,0,52605381,0,0,0
2122,492122,529.020000,302.4,0.0,114579,70605,0,0,114579,0,34648628,0,0,0
2123,492123,596.040000,396.8,235.7,141680,86484,1815,761,128035,1554,56218668,20384246,720039,179330
2124,492124,186.930000,82.0,0.0,136114,83067,1085,519,136114,1085,11161346,0,88945,0
2125,492125,339.480000,237.7,530.0,126220,76768,0,0,98916,0,30002430,40686849,0,0
2126,492126,130.560000,49.6,0.0,151161,90801,5374,2341,151161,5374,7497606,0,266554,0
2127,492127,382.780000,335.0,530.2,142077,85399,3413,1646,115627,2589,47595683,45278639,1143443,872834
2128,492128,990.160000,201.7,0.0,93963,58321,0,0,93963,0,18952338,0,0,0
2129,492129,292.820000,359.4,320.5,113337,69679,0,0,98921,0,40733467,22332134,0,0
2130,492130,304.420000,210.3,0.0,106551,65543,0,0,106551,0,22407754,0,0,0
2131,492131,108.730000,172.5,442.6,126325,76755,0,0,97251,0,21791049,33971634,0,0
2132,492132,202.990000,338.7,64.8,117689,71954,0,0,113314,0,39861364,4662614,0,0
2133,492133,458.150000,377.6,37.3,106359,65101,0,0,104222,0,40161077,2428262,0,0
2134,492134,175.660000,199.1,0.0,130907,78733,1177,615,130907,1177,26063679,0,234403,0
2135,492135,246.940000,249.7,0.0,125131,75338,943,498,125131,943,31245123,0,235385,0
2136,492136,195.840000,114.7,101.8,141245,84400,3706,1884,122533,3106,16200768,8591921,425063,191744
2137,492137,201.690000,89.5,0.0,138118,82428,3071,1586,138118,3071,12361566,0,274878,0
2138,492138,141.450000,137.5,21.8,125969,75474,1042,550,121899,1002,17320684,1645330,143277,11995
2139,492139,313.890000,337.6,0.0,154729,92079,2915,1100,154729,2915,52236393,0,984110,0
2140,492140,244.030000,232.6,55.4,152923,91391,3275,1391,145764,3056,35569972,5063036,761854,77066
2141,492141,243.510000,258.9,91.4,147281,88254,3321,1506,137641,3025,38130978,8066408,859914,137656
2142,492142,169.780000,318.3,629.8,145954,87016,2883,1403,115163,2110,46457223,54802842,917572,883639
2143,492143,263.720000,249.9,304.8,143261,85412,3548,1817,119963,2851,35800936,26033708,886660,553780
2144,492144,297.990000,301.7,141.5,157720,93176,0,0,144430,0,47584198,13184377,0,0
2145,492145,344.130000,276.4,0.0,145297,86596,0,0,145297,0,40160130,0,0,0
2146,492146,306.470000,315.1,83.4,143953,85405,0,0,136479,0,45359697,7122740,0,0
2147,492147,267.070000,225.3,0.0,142975,84721,1950,1057,142975,1950,32212225,0,439345,0
2148,492148,161.040000,138.7,0.0,146692,87267,0,0,146692,0,20346238,0,0,0
2149,492149,294.810000,470.0,0.0,156606,92785,0,0,156606,0,73604903,0,0,0
2150,492150,194.890000,334.2,178.1,152012,89575,0,0,137803,0,50802455,15953277,0,0
2151,492151,258.960000,466.5,44.1,168288,98648,4321,1324,164829,4172,78506262,4350383,2015704,58400
2152,492152,114.530000,284.7,0.0,161971,95363,2585,768,161971,2585,46113201,0,736012,0
2153,492153,167.860000,285.2,0.0,159992,94102,0,0,159992,0,45629701,0,0,0
2154,492154,303.010000,291.5,0.0,159715,92894,1384,766,159715,1384,46556928,0,403326,0
2155,492155,308.070000,217.8,0.0,137658,81166,3441,1787,137658,3441,29981859,0,749427,0
2156,492156,195.440000,328.8,38.6,127318,75623,874,470,124167,850,41862094,2919032,287488,18126
2157,492157,116.220000,225.0,528.1,138435,81178,3730,2039,106098,2775,31147807,42870088,839237,1076564
2158,492158,217.370000,426.6,0.0,130620,76915,0,0,130620,0,55722383,0,0,0
2159,492159,135.920000,353.6,52.7,131374,77536,0,0,127276,0,46453910,4086170,0,0
2160,492160,195.340000,174.4,199.0,142466,83315,4553,2443,119585,3737,24846085,16579699,793987,486137
2161,492161,281.910000,594.9,378.1,142330,83159,3801,1973,126945,3326,84672334,31442341,2261383,746092
2162,492162,249.910000,361.1,79.5,134394,78806,0,0,128362,0,48529737,6265109,0,0
2163,492163,402.370000,424.0,0.0,134915,78360,0,0,134915,0,57203790,0,0,0
2164,492164,418.770000,74.3,1153.8,142508,82560,3593,2131,88814,2283,10588376,95257773,266968,2458538
2165,492165,391.060000,491.3,246.2,143019,83035,3568,1834,130006,3192,70265431,20443114,1753124,451595
2166,492166,409.810000,335.3,139.4,133759,77885,4045,2027,123317,3668,44849513,10857233,1356318,282582
2167,492167,183.970000,527.9,353.1,156294,91304,13719,4031,138749,11103,82507627,32239292,7242192,1423186
2168,492168,240.420000,487.2,890.2,167484,98191,5495,1755,132662,3615,81598310,87409230,2676952,1562481
2169,492169,195.340000,482.9,61.8,167448,97157,3960,1391,162803,3790,80860592,6004317,1912420,85939
2170,492170,328.330000,603.4,276.3,157224,90844,2335,1224,143814,2111,94868738,25100173,1408931,338210
2171,492171,196.540000,2.2,2867.6,156766,90805,11902,4095,90897,4106,344885,260392857,26185,11743741
2172,492172,152.570000,74.7,2269.1,156917,90849,11567,3951,94562,4379,11721735,206145574,864052,8964889
2173,492173,133.700000,347.2,1058.0,174669,101337,16080,5382,128652,9367,60645203,107214693,5582826,5694176
2174,492174,96.060000,310.4,210.9,164679,95920,11836,4074,145903,9717,51116402,20229499,3673934,859191
2175,492175,99.650000,250.0,385.7,164668,94758,9571,3415,132487,6737,41166984,36548255,2392737,1317242
2176,492176,273.180000,744.4,283.1,154458,88618,7985,3070,143019,7131,114978263,25087666,5944164,868994
2177,492177,43.380000,12.8,1124.5,170460,98616,16888,6356,100065,6569,2181887,110893347,216169,7147577
2178,492178,74.830000,171.4,1093.7,170600,97413,16211,6012,113577,8264,29240896,106540814,2778574,6574797
2179,492179,147.870000,417.9,955.0,160179,91156,15249,5801,121651,9975,66938632,87053762,6372420,5539657
2180,492180,63.580000,138.2,334.1,195618,113086,17564,5706,148408,10781,27034413,37782075,2427314,1906418
2181,492181,150.770000,442.2,207.4,168385,97060,13524,4589,153698,11684,74459706,20130158,5980372,951731
2182,492182,39.770000,98.2,435.5,172006,99152,17507,6360,120258,9589,16891036,43180602,1719152,2769563
2183,492183,238.820000,672.9,1135.7,175360,98391,9581,3415,138207,6605,117999876,111742678,6446973,3878551
2184,492184,213.760000,75.4,3021.0,175103,97918,11423,4548,101252,4845,13202786,295810646,861269,13739886
2185,492185,82.790000,169.1,251.8,162589,91486,13877,5335,130484,10020,27493765,23036137,2346535,1343417
2186,492186,181.220000,88.7,6850.1,166705,91537,4526,1909,93257,1968,14786764,627038449,401493,13073710
2187,492187,125.290000,689.5,534.0,171616,95381,10287,3695,148760,8310,118329105,50933348,7092758,1973025
2188,492188,81.170000,1.0,748.4,177044,97914,9611,3811,98105,3825,177044,73279007,9611,2852238
2189,492189,66.940000,16.0,47.5,192614,111737,13970,4035,142357,7796,3081827,5307494,223517,191639
2190,492190,184.130000,21.4,0.0,169145,99354,15024,4340,169145,15024,3619703,0,321504,0
2191,492191,228.890000,48.9,0.0,168072,98670,20113,5832,168072,20113,8218723,0,983522,0
2192,492192,205.000000,35.1,3.8,163473,95761,10569,3056,159649,10145,5737899,363893,370972,11614
2193,492193,298.040000,287.1,9.0,168326,96858,6443,1998,167109,6367,48326465,871725,1849845,17979
2194,492194,470.940000,43.0,0.0,139924,81202,0,0,139924,0,6016715,0,0,0
2195,492195,189.790000,93.7,0.0,166287,92957,0,0,166287,0,15581090,0,0,0
2196,492196,281.760000,65.9,120.0,177483,99456,0,0,138339,0,11696146,11934692,0,0
2197,492197,111.570000,0.0,681.8,179855,99597,0,0,99597,0,0,67905359,0,0
2198,492198,55.730000,0.0,661.9,188756,104289,0,0,104289,0,0,69029164,0,0
2199,492199,240.780000,15.0,0.0,166057,92083,0,0,166057,0,2490848,0,0,0
2200,492200,145.400000,15.0,47.5,190887,105622,0,0,136619,0,2863311,5017063,0,0
2201,492201,254.710000,0.0,2856.5,179625,98308,0,0,98308,0,0,280817442,0,0
2202,492202,366.350000,16.0,4.4,172062,95044,0,0,161898,0,2752990,418192,0,0
2203,492203,261.340000,0.0,254.3,173571,95536,0,0,95536,0,0,24294741,0,0
2204,492204,202.430000,283.0,13.6,153647,88614,4388,2275,151964,4333,43482142,1205146,1241757,30943
2205,492205,203.170000,282.4,0.0,145464,84159,4605,2220,145464,4605,41079146,0,1300408,0
2206,492206,196.300000,244.4,0.0,143528,82761,5456,2559,143528,5456,35078304,0,1333489,0
2207,492207,171.190000,119.2,2640.4,162499,93044,5441,2332,98287,2566,19369933,245672138,648617,6156697
2208,492208,170.500000,297.2,0.0,153549,88097,3925,1777,153549,3925,45634706,0,1166554,0
2209,492209,169.170000,304.0,64.2,151079,86320,5893,2623,144308,5551,45927881,5541741,1791434,168373
2210,492210,285.330000,409.7,0.0,145971,83362,6037,2707,145971,6037,59804300,0,2473315,0
2211,492211,149.640000,598.8,816.0,156171,88413,13815,5179,127057,10104,93515153,72145320,8272305,4226016
2212,492212,201.030000,427.8,175.4,150060,84442,14299,5610,137934,12693,64195494,14811048,6117075,984031
2213,492213,260.150000,485.8,118.9,164125,92154,12118,5109,155547,11283,79731854,10957091,5887022,607474
2214,492214,214.630000,437.9,226.6,145772,82507,6279,2674,131699,5477,63833738,18696193,2749424,605969
2215,492215,264.010000,535.6,0.0,131799,75082,0,0,131799,0,70591602,0,0,0
2216,492216,152.540000,412.5,116.5,150902,84179,12134,4945,141891,11163,62247000,9806820,5005453,576045
2217,492217,233.170000,505.3,0.0,151369,84376,0,0,151369,0,76486813,0,0,0
2218,492218,314.390000,532.1,0.0,140025,77803,0,0,140025,0,74507262,0,0,0
2219,492219,39.910000,51.6,524.9,164459,91566,19996,8398,102570,10149,8486099,48062967,1031782,4408358
2220,492220,71.190000,241.8,1792.6,164367,91151,18984,8130,105511,10259,39743987,163397038,4590224,14573764
2221,492221,195.510000,700.1,410.4,159767,87986,14904,5858,142198,12690,111852873,36109551,10434340,2404201
2222,492222,305.350000,508.5,265.2,160072,88301,4818,1957,144009,4178,81396496,23417440,2450157,518882
2223,492223,264.960000,635.6,0.0,153092,83754,0,0,153092,0,97305425,0,0,0
2224,492224,120.720000,141.6,841.6,178565,97713,15287,6332,116577,8421,25284785,82235177,2164620,5328616
2225,492225,313.820000,439.8,34.4,162094,88540,5450,2235,159045,5317,71288756,3045760,2396978,76897
2226,492226,219.290000,386.3,0.0,151324,81758,0,0,151324,0,58456274,0,0,0
2227,492227,71.790000,37.6,505.7,180509,97497,14115,6047,107337,7003,6787137,49304169,530706,3058019
2228,492228,248.110000,229.6,456.0,175445,94489,11186,4754,133076,7820,40282071,43087011,2568335,2168020
2229,492229,277.520000,296.4,160.5,166621,89547,4605,2016,148863,4009,49386506,14372315,1364937,323633
2230,492230,347.110000,422.5,0.0,162787,86811,3194,1478,162787,3194,68777572,0,1349663,0
2231,492231,129.200000,1167.9,267.2,159704,89851,13905,5017,151860,12907,186518146,24008216,16239755,1340662
2232,492232,95.280000,773.0,538.8,166179,92780,17097,6657,145762,14193,128456569,49989867,13215987,3586743
2233,492233,56.790000,168.6,346.4,168114,93561,18505,7490,128466,12647,28344098,32409588,3119949,2594612
2234,492234,119.180000,255.9,538.5,173648,96696,11065,4048,132265,7291,44436443,52070756,2831519,2179698
2235,492235,60.710000,4.0,147.7,177314,98084,10020,3955,101784,4238,709257,14486980,40079,584141
2236,492236,107.240000,1068.9,2915.1,167385,92987,10116,3818,122654,6329,178917508,271067328,10812918,11129364
2237,492237,105.630000,1.0,722.9,164495,91228,15574,6485,91411,6508,164495,65948959,15574,4687948
2238,492238,48.700000,202.0,276.7,169069,93274,21760,8869,136405,16205,34151980,25808784,4395563,2453965
2239,492239,181.260000,0.0,614.3,172784,95083,8255,3260,95083,3260,0,58409369,0,2002665
2240,492240,91.330000,7.0,1433.4,168946,92984,18858,7888,93649,7984,1182624,133283433,132005,11306698
2241,492241,108.130000,0.0,148.5,177698,98044,8149,3178,98044,3178,0,14559558,0,471864
2242,492242,172.240000,334.0,704.4,174212,95715,5261,1872,131956,3437,58186755,67421853,1757038,1318710
2243,492243,164.590000,87.1,1860.0,182568,99837,14617,6065,106298,6732,15901701,185697742,1273147,11280239
2244,492244,291.380000,0.0,24.2,200747,110119,0,0,110119,0,0,2664882,0,0
2245,492245,302.320000,0.0,2261.3,182448,98341,0,0,98341,0,0,222379070,0,0
2246,492246,408.110000,146.4,1026.3,188105,102069,6744,2390,119715,3283,27538511,104753461,987275,2452516
2247,492247,213.650000,162.7,808.4,167084,90509,10397,4097,110945,5778,27184523,73167341,1691548,3312148
2248,492248,227.150000,235.2,208.3,176055,94615,6495,2044,149286,5032,41408056,19708353,1527618,425808
2249,492249,174.800000,316.4,612.7,173464,93208,15218,6566,131968,10744,54884122,57108663,4815032,4022734
2250,492250,200.120000,24.8,3668.0,190460,101883,9002,4048,102953,4108,4723397,373705715,223261,14847092
2251,492251,397.720000,1.0,2309.6,194410,104030,4099,1344,104101,1346,194410,240267172,4099,3103293
2252,492252,95.310000,0.0,0.0,159225,85105,0,0,0,0,0,0,0,0
2253,492253,102.230000,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2254,492254,103.060000,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2255,492255,81.200000,0.0,0.8,177788,94367,0,0,94367,0,0,75493,0,0
2256,492256,218.520000,0.0,0.0,194586,104109,3768,1235,0,0,0,0,0,0
2257,492257,122.470000,0.0,178.7,202390,108350,7780,2540,108350,2540,0,19362064,0,453835
2258,492258,147.800000,117.4,415.6,184059,98385,6454,2072,127356,3554,21608514,40888681,757748,861162
2259,492259,159.790000,0.0,70.3,186703,99136,3879,1232,99136,1232,0,6969272,0,86622
2260,492260,122.840000,0.0,0.0,195990,104236,10511,3394,0,0,0,0,0,0
2261,492261,157.630000,0.0,1351.7,191224,101504,8323,2826,101504,2826,0,137203546,0,3819401
2262,492262,124.190000,422.7,0.0,174055,92255,0,0,174055,0,73572921,0,0,0
2263,492263,107.930000,206.7,0.0,175168,92658,2343,765,175168,2343,36207142,0,484253,0
2264,492264,107.560000,0.0,17.5,191772,101772,5371,1771,101772,1771,0,1781012,0,30993
2265,492265,103.410000,108.9,493.7,175822,92837,11136,3774,116503,5874,19147009,45833594,1212762,1863374
2266,492266,140.840000,2.0,2049.0,191104,101361,8320,3025,101519,3034,382208,207688021,16640,6198158
2267,492267,130.440000,178.2,0.0,168806,88993,0,0,168806,0,30081168,0,0,0
2268,492268,210.570000,396.8,0.0,171320,89929,3158,1070,171320,3158,67979721,0,1253140,0
2269,492269,54.300000,1070.4,0.0,194026,102434,7912,2394,194026,7912,207685041,0,8468604,0
2270,492270,60.960000,439.4,292.9,181293,95331,11644,3783,158144,9527,79660080,27922543,5116441,1108167
2271,492271,141.840000,1.0,1235.8,189976,100050,8800,3082,100181,3090,189976,123641449,8800,3808446
2272,492272,144.940000,163.6,0.0,161499,84780,0,0,161499,0,26421281,0,0,0
2273,492273,133.890000,93.4,31.6,176389,92265,3018,997,163133,2699,16474714,2915572,281845,31510
2274,492274,162.170000,151.3,33.8,181111,94823,7777,2559,171625,7203,27402112,3205024,1176592,86508
2275,492275,30.040000,455.3,31.8,188211,99097,12553,3966,184898,12234,85692495,3151294,5715374,126119
2276,492276,146.130000,1.0,1843.7,190550,100286,10284,3551,100374,3558,190550,184896669,10284,6547727
2277,492277,156.340000,161.3,0.0,171475,89598,1756,556,171475,1756,27658876,0,283295,0
2278,492278,409.570000,871.8,268.7,183960,96135,14647,4014,171173,13099,160376004,25831590,12768952,1078619
2279,492279,142.160000,217.9,745.2,180402,94106,16561,4941,123958,8961,39309511,70127641,3608545,3682171
2280,492280,140.400000,122.4,349.9,184168,96158,27752,8244,130264,15804,22542157,33645686,3396826,2884746
2281,492281,226.090000,4.8,4360.9,178596,92860,12304,4365,93031,4381,857260,404953894,59060,19037425
2282,492282,127.290000,573.6,0.0,178329,92935,10425,3073,178329,10425,102289255,0,5979616,0
2283,492283,306.350000,50.7,0.0,168576,87744,3477,1149,168576,3477,8546804,0,176304,0
2284,492284,178.340000,14.8,103.5,186248,96624,12570,3715,115041,5535,2756469,10000596,186032,384513
2285,492285,162.820000,307.7,47.8,182543,97772,12983,5697,175839,12407,56168633,4673505,3994841,272321
2286,492286,80.470000,275.4,385.3,194237,104198,20566,8892,154967,15475,53492740,40147546,5663909,3426093
2287,492287,53.420000,341.5,1610.0,191113,102150,11417,5478,126818,7125,65265037,164462038,3898918,8819943
2288,492288,162.170000,545.0,117.8,185681,99129,10151,4531,176442,9551,101196112,11677347,5532068,533761
2289,492289,151.240000,452.9,644.5,179736,95582,16148,6925,142681,12087,81402564,61602570,7313478,4462888
2290,492290,181.170000,957.7,1436.2,189641,100606,7533,3385,149283,5652,181618782,144490032,7213877,4861110
2291,492291,200.510000,543.4,3349.3,183133,96670,11855,5392,116287,6858,99514596,323777649,6441952,18058112
2292,492292,187.420000,724.5,633.7,189877,100459,7352,3111,160731,5970,137566177,63660940,5326443,1971634
2293,492293,169.540000,608.6,169.5,183378,96526,8617,3653,171789,7955,111603820,16361169,5244549,619231
2294,492294,95.480000,385.4,696.0,181729,95435,19840,8209,138616,14029,70038188,66422957,7646380,5713130
2295,492295,184.120000,863.1,622.9,191642,100945,7614,3224,165775,6362,165406388,62878620,6571215,2008498
2296,492296,161.690000,405.4,1423.1,184595,96548,7169,3053,126488,4452,74834699,137396956,2906143,4344083
2297,492297,149.110000,747.3,2640.4,179341,93524,14491,6137,122581,8966,134021378,246940762,10829446,16204768
2298,492298,81.670000,178.8,810.8,185278,99219,18302,8106,123758,11013,33127731,80447102,3272322,6572603
2299,492299,236.210000,610.2,61.7,176235,94389,10353,4601,171902,10048,107538728,5823783,6317423,283864
2300,492300,230.890000,725.5,0.0,166481,88554,8409,3723,166481,8409,120782281,0,6100957,0
2301,492301,190.440000,141.6,12.0,168056,88641,11670,5185,164502,11380,23796780,1063687,1652455,62217
2302,492302,171.800000,465.0,409.9,170937,91008,15176,6647,144747,12381,79485614,37304330,7056720,2724699
2303,492303,149.470000,291.8,205.6,164355,87156,9317,4414,142713,7942,47958654,17919208,2718677,907432
2304,492304,176.750000,103.8,3487.0,171841,90547,8214,4142,94701,4350,17837127,315738824,852630,14442882
2305,492305,123.940000,699.4,843.7,174439,92031,15129,6306,141468,11599,122002448,77646808,10580937,5320563
2306,492306,164.400000,611.4,15.6,168275,88662,6110,2574,167167,6061,102883286,1383120,3735694,40158
2307,492307,163.960000,341.8,226.4,176925,92669,7941,3638,154340,6788,60472805,20980282,2714281,823616
2308,492308,377.160000,594.0,544.7,155291,80435,6390,2751,130108,5166,92242758,43813114,3795691,1498315
2309,492309,70.200000,374.4,409.0,180564,94859,19612,8044,148292,15256,67603200,38797374,7342605,3289854
2310,492310,164.110000,814.9,406.3,170365,89340,8909,3662,152856,7775,138830288,36298822,7260055,1487760
2311,492311,163.860000,495.7,576.0,179260,93508,9656,4043,145718,7460,88859083,53860489,4786259,2328660
2312,492312,162.220000,420.8,475.0,158332,82282,11914,4669,129108,9130,66625964,39083918,5013307,2217571
2313,492313,79.360000,75.6,371.1,151504,78001,10674,3801,97793,5652,11453694,28946296,806981,1410639
2314,492314,57.120000,267.9,934.0,177574,92615,19689,8214,121636,12133,47572199,86502515,5274654,7671600
2315,492315,124.890000,422.0,100.4,171306,89206,14727,5889,161763,13700,72291328,8956283,6214862,591295
2316,492316,167.250000,523.5,0.0,179499,92898,15050,5573,179499,15050,93967973,0,7878901,0
2317,492317,182.600000,412.7,75.5,160355,82357,15606,5683,153191,14695,66178588,6217964,6440710,429077
2318,492318,182.130000,687.0,597.2,192267,100928,10424,4030,162618,8348,132087433,60273991,7161108,2406850
2319,492319,160.270000,244.8,800.2,185695,96772,0,0,128449,0,45458222,77436611,0,0
2320,492320,155.190000,528.6,817.2,180279,93664,11650,4823,140364,8504,95295252,76542116,6158332,3941375
2321,492321,44.990000,245.9,1077.2,181752,94172,15633,6665,119766,9285,44692752,101442376,3844051,7179255
2322,492322,183.000000,551.2,203.9,179221,93220,13889,5098,164619,12396,98786597,19007557,7655569,1039474
2323,492323,162.850000,470.8,0.0,177127,91749,6832,2444,177127,6832,83391493,0,3216538,0
2324,492324,166.430000,450.7,55.4,175496,90440,12881,4796,170083,12367,79095910,5010356,5805510,265703
2325,492325,90.090000,405.2,827.5,176740,90880,22695,8681,131208,15263,71615097,75203056,9196010,7183869
2326,492326,317.360000,366.1,5673.9,142497,72978,23288,8100,80244,9687,52167983,414070882,8525781,45958895
2327,492327,160.320000,441.4,198.2,179903,92122,16804,6217,162445,14699,79409140,18258493,7417463,1232111
2328,492328,96.860000,629.3,81.8,177173,90565,22044,7962,171366,21100,111494974,7408203,13872351,651299
2329,492329,42.980000,12.4,1386.9,176290,89881,23104,8335,91257,8570,2185994,124656485,286486,11560147
2330,492330,37.460000,0.0,909.1,187535,96131,23583,8843,96131,8843,0,87393129,0,8039504
2331,492331,39.330000,5.9,955.0,184048,93736,26141,9619,94734,9801,1085886,89518195,154233,9185805
2332,492332,129.600000,293.3,1278.9,176264,91243,15931,6543,116171,9295,51698102,116690940,4672566,8367504
2333,492333,162.990000,451.7,218.5,167295,86180,14902,5496,150179,12917,75567246,18830408,6731130,1200859
2334,492334,129.550000,354.1,17.7,176541,90403,17086,6189,174224,16793,62513002,1600127,6050249,109539
2335,492335,76.330000,86.2,847.2,174642,89704,21584,8116,102906,10210,15054183,75996858,1860528,6876094
2336,492336,160.960000,449.8,133.4,166014,84897,19582,7258,154587,17846,74673229,11325221,8808094,968240
2337,492337,137.460000,253.1,0.0,177298,89922,18203,6808,177298,18203,44874190,0,4607172,0
2338,492338,127.910000,885.4,1127.7,169088,86062,20844,7934,134782,15509,149710779,97051905,18455210,8947044
2339,492339,91.810000,4.0,2868.9,163980,82874,31087,11192,83078,11242,655921,237758004,124346,32107798
2340,492340,298.410000,306.5,1297.9,168524,85049,28201,9955,110033,15416,51652598,110385060,8643587,12921064
2341,492341,142.230000,449.0,1292.8,190910,98831,21536,6726,134357,12440,85718619,127769069,9669731,8695263
2342,492342,29.470000,198.1,462.6,187507,96586,29420,9742,136272,18331,37145090,44680909,5828144,4506543
2343,492343,26.790000,8.0,560.9,187828,96308,23105,8558,98610,8924,1502623,54019275,184841,4800138
2344,492344,52.560000,0.0,1785.0,182216,92729,26371,9707,92729,9707,0,165522021,0,17327566
2345,492345,255.470000,416.7,185.6,190127,97780,8107,3191,171880,7136,79225787,18148017,3378238,592205
2346,492346,157.370000,398.1,0.0,172566,88155,16970,6097,172566,16970,68698696,0,6755761,0
2347,492347,99.560000,863.8,164.0,176416,89576,23310,7842,168167,21841,152388436,14690395,20135228,1286133
2348,492348,131.250000,358.7,55.8,168713,85768,15840,5731,162145,15039,60517494,4785878,5681638,319765
2349,492349,121.500000,658.8,643.3,169495,85694,18751,6727,140115,14535,111663335,55127215,12352905,4327431
2350,492350,86.590000,205.2,1114.0,170993,86299,32204,11068,107465,16350,35087814,96136593,6608335,12329286
2351,492351,95.870000,418.6,533.8,167512,84647,24902,8500,133248,18120,70120356,45184828,10423819,4537298
2352,492352,106.070000,0.0,2779.3,146727,74122,11415,4222,74122,4222,0,206006521,0,11734490
2353,492353,53.160000,10.5,408.7,156512,79236,16325,5525,82668,6004,1643380,32383855,171414,2258008
2354,492354,84.980000,0.0,2794.4,156867,79380,13788,5237,79380,5237,0,221820667,0,14634796
2355,492355,52.090000,102.3,1258.0,158884,80460,15303,5131,90516,6436,16253816,101219182,1565461,6455258
2356,492356,267.980000,345.2,77.6,149286,75648,18463,5980,141146,17083,51533560,5870257,6373293,464015
2357,492357,262.500000,251.7,116.8,150779,76289,0,0,135570,0,37950969,8910530,0,0
2358,492358,90.050000,99.9,361.0,169765,86227,12490,4455,114093,7135,16959527,31127829,1247741,1608097
2359,492359,253.930000,313.1,815.5,168333,84581,9599,3068,118905,5744,52704974,68975748,3005462,2501558
2360,492360,64.620000,81.0,73.6,171639,86330,15953,5203,143113,12358,13902720,6353889,1292172,382970
2361,492361,215.970000,358.6,256.0,166166,83821,9296,3097,142863,7542,59587090,21458083,3333580,792715
2362,492362,209.410000,353.7,0.0,157671,79446,0,0,157671,0,55768200,0,0,0
2363,492363,331.570000,365.1,891.6,172624,86555,14825,4870,123178,9106,63025179,77172064,5412743,4342241
2364,492364,67.090000,100.7,1231.5,171289,85911,15365,5327,96912,6621,17248756,105799371,1547292,6560347
2365,492365,228.130000,614.9,628.3,166795,83751,12475,4095,136817,9450,102562332,52620964,7670670,2572650
2366,492366,352.660000,573.6,252.8,152148,76485,3646,1184,137324,3164,87272169,19335376,2091460,299340
2367,492367,156.750000,318.2,1271.4,167285,83852,13459,4487,109852,7283,53229995,106609961,4282550,5705229
2368,492368,304.320000,475.5,143.3,151158,75813,0,0,140397,0,71875448,10863997,0,0
2369,492369,91.250000,3.0,1244.7,168920,84474,31657,10940,84841,11030,506759,105145162,94970,13616927
2370,492370,92.040000,659.7,736.1,167066,83179,34373,10988,135060,25451,110213211,61228152,22676153,8087972
2371,492371,96.960000,352.1,123.6,167187,84215,28336,9375,153701,25254,58866409,10409009,9976983,1158764
2372,492372,66.860000,498.8,701.1,166496,83613,32621,11003,130252,23168,83048051,58620752,16271291,7713979
