OID_,TAZID,SA_TAZID,CO_TAZID,SUBAREAID,EXTERNAL,ACRES,DEVACRES,X,Y,ADJ_XY,CO_FIPS,CO_NAME,DISTSUPER,DSUP_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,CITY_NAME,IMX_GENRL,IMX_COALIX,IMX_OLGAIX,IMX_OLGAXI,IMX_PETRIX,TAZID_1,CO_TAZID_1,DEVACRES_1,HH,JOB,AUTO_JB,AUTO_HH,COMP_AUTO,AUTO_JB_WT,AUTO_HH_WT,TAZID_12,CO_TAZID_12,DEVACRES_12,HH_1,JOB_1,AUTO_JB_1,AUTO_HH_1,TRAN_JB,TRAN_HH,COMP_AUTO_1,COMP_TRAN,AUTO_JB_WT_1,AUTO_HH_WT_1,TRAN_JB_WT,TRAN_HH_WT
6229,3870,305,570305,1,0,122.629999999999995,121.920000000000002,415632.733319999999367,4564438.624830000102520,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,61,Ogden Core,West Haven,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3870,570305,121.920000000000002,275.000000000000000,248.699999999999989,140684,93360,124100,38688062,23218669.000000000000000,305,570305,121.920000000000002,275.000000000000000,248.699999999999989,137442,91116,9129,3572,122001,7277,37796649,22660662,2510530,888445
6230,3871,306,570306,1,0,307.449999999999989,307.269999999999982,417491.705650000018068,4565766.616489999927580,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,62,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3871,570306,307.269999999999982,97.500000000000000,2940.199999999999818,119217,78496,80640,11623662,230793917.000000000000000,306,570306,307.269999999999982,97.500000000000000,2940.199999999999818,124608,82226,12694,4717,84624,5168,12149265,241759824,1237701,13867813
6231,3873,308,570308,1,0,112.000000000000000,112.000000000000000,418424.937640000018291,4565555.831729999743402,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,62,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3873,570308,112.000000000000000,394.500000000000000,231.699999999999989,120261,79215,109612,47442936,18354174.000000000000000,308,570308,112.000000000000000,394.500000000000000,231.699999999999989,117916,77527,17673,7438,108016,15164,46517889,17962922,6971924,1723484
6232,3874,309,570309,1,0,111.920000000000002,111.920000000000002,418934.965120000008028,4565835.667190000414848,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,63,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3874,570309,111.920000000000002,383.000000000000000,254.300000000000011,115431,76592,104412,44210017,19477354.000000000000000,309,570309,111.920000000000002,383.000000000000000,254.300000000000011,113121,74900,15625,7166,102858,13354,43325525,19046990,5984452,1822201
6233,3875,310,570310,1,0,91.670000000000002,91.560000000000002,419401.726109999988694,4565807.478070000186563,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,63,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3875,570310,91.560000000000002,294.699999999999989,15.199999999999999,119637,79820,118449,35257112,1213257.000000000000000,310,570310,91.560000000000002,294.699999999999989,15.199999999999999,117207,78008,11401,5790,116120,11245,34540821,1185715,3359758,88010
6234,3794,229,570229,1,0,158.330000000000013,155.960000000000008,420855.527899999986403,4566721.085660000331700,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,46,North Ogden,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3794,570229,155.960000000000008,501.800000000000011,629.200000000000045,106906,73144,92459,53645639,46022373.000000000000000,229,570229,155.960000000000008,501.800000000000011,629.200000000000045,104698,71470,10476,6994,91094,9050,52537659,44968901,5256813,4400698
6235,3877,312,570312,1,0,209.569999999999993,209.110000000000014,420705.747800000011921,4565763.499900000169873,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,63,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3877,570312,209.110000000000014,928.000000000000000,658.700000000000045,109712,74273,99170,101813087,48923661.000000000000000,312,570312,209.110000000000014,928.000000000000000,658.700000000000045,107408,72538,11069,7377,97580,10028,99674408,47780539,10271739,4859103
6236,3878,313,570313,1,0,116.170000000000002,115.379999999999995,415945.891319999995176,4564111.052910000085831,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,64,Ogden Core,Weber County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3878,570313,115.379999999999995,2.000000000000000,164.699999999999989,143519,94673,95647,287038,15592568.000000000000000,313,570313,115.379999999999995,2.000000000000000,164.699999999999989,140566,92555,12161,5033,93587,5187,281131,15243766,24322,828993
6237,3879,314,570314,1,0,96.459999999999994,92.390000000000001,416868.369940000004135,4564362.617650000378489,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,64,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3879,570314,92.390000000000001,10.300000000000001,211.500000000000000,137135,90039,93594,1412494,19043305.000000000000000,314,570314,92.390000000000001,10.300000000000001,211.500000000000000,134217,88027,11282,4601,91766,5142,1382440,18617740,116207,973117
6238,3880,315,570315,1,0,376.120000000000005,364.750000000000000,416554.927469999995083,4563460.792930000461638,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,64,Ogden Core,Ogden,0.025200000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3880,570315,364.750000000000000,420.000000000000000,2542.300000000000182,133494,87598,97552,56067498,222699342.000000000000000,315,570315,364.750000000000000,420.000000000000000,2542.300000000000182,130791,85769,7198,2937,96127,3917,54932117,218049327,3023165,7465737
6239,3881,316,570316,1,0,118.379999999999995,113.379999999999995,417339.734959999972489,4564383.182450000196695,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,65,Ogden Core,Ogden,0.050400000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3881,570316,113.379999999999995,7.300000000000000,93.700000000000003,128525,84574,89651,938231,7924539.000000000000000,316,570316,113.379999999999995,7.300000000000000,93.700000000000003,117821,77076,17809,7233,82108,8540,860095,7222003,130005,677765
6240,3883,318,570318,1,0,64.739999999999995,64.560000000000002,417725.694429999974091,4564910.559390000067651,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,66,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3883,570318,64.560000000000002,4.500000000000000,314.000000000000000,125501,82561,83568,564756,25924086.000000000000000,318,570318,64.560000000000002,4.500000000000000,314.000000000000000,122996,80789,19121,7585,81855,7876,553484,25367652,86046,2381615
6241,3888,323,570323,1,0,27.140000000000001,27.140000000000001,418560.435379999980796,4564639.956179999746382,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,66,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3888,570323,27.140000000000001,43.500000000000000,25.800000000000001,124945,82275,113793,5435098,2122687.000000000000000,323,570323,27.140000000000001,43.500000000000000,25.800000000000001,122543,80543,24452,10368,112172,20974,5330638,2078001,1063676,267489
6242,3884,319,570319,1,0,55.380000000000003,55.380000000000003,418323.286390000022948,4565039.316630000248551,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,66,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3884,570319,55.380000000000003,190.199999999999989,324.000000000000000,124099,81629,102694,23603669,26447757.000000000000000,319,570319,55.380000000000003,190.199999999999989,324.000000000000000,121764,79950,18577,7975,101484,13435,23159594,25903764,3533435,2584006
6243,3887,322,570322,1,0,27.359999999999999,27.359999999999999,418321.768630000005942,4564645.734310000203550,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,66,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3887,570322,27.359999999999999,189.500000000000000,1154.799999999999955,126099,82764,92113,23895734,95575937.000000000000000,322,570322,27.359999999999999,189.500000000000000,1154.799999999999955,123682,81030,21572,9564,90792,12313,23437770,93573575,4087852,11045017
6244,3886,321,570321,1,0,25.410000000000000,25.410000000000000,418089.822280000022147,4564651.010660000145435,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,66,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3886,570321,25.410000000000000,13.300000000000001,334.000000000000000,126841,83166,85899,1686979,27777410.000000000000000,321,570321,25.410000000000000,13.300000000000001,334.000000000000000,124363,81393,24203,10059,84280,11009,1654026,27185202,321896,3359709
6245,3882,317,570317,1,0,292.220000000000027,283.730000000000018,417346.407759999972768,4563075.076290000230074,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,65,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3882,570317,283.730000000000018,3.700000000000000,232.000000000000000,123609,80767,81883,457353,18737993.000000000000000,317,570317,283.730000000000018,3.700000000000000,232.000000000000000,113103,73446,12209,4863,74558,5069,418482,17039398,45175,1128140
6246,3885,320,570320,1,0,48.119999999999997,48.119999999999997,417779.206339999975171,4564436.167999999597669,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,66,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3885,570320,48.119999999999997,37.000000000000000,75.000000000000000,134557,88213,109191,4978600,6615977.000000000000000,320,570320,48.119999999999997,37.000000000000000,75.000000000000000,123692,80580,25766,10633,100909,17769,4576587,6043527,953352,797509
6247,3890,325,570325,1,0,26.620000000000001,26.620000000000001,418078.853810000000522,4564187.923440000042319,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,66,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3890,570325,26.620000000000001,0.800000000000000,25.800000000000001,127491,83020,85217,101993,2141903.000000000000000,325,570325,26.620000000000001,0.800000000000000,25.800000000000001,125080,81309,27584,12003,83634,12830,100064,2097779,22067,309674
6248,3891,326,570326,1,0,27.309999999999999,27.309999999999999,418312.404259999981150,4564183.209769999608397,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,66,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3891,570326,27.309999999999999,1.700000000000000,755.700000000000045,126730,82720,82886,215441,62511664.000000000000000,326,570326,27.309999999999999,1.700000000000000,755.700000000000045,124337,81025,26106,11269,81200,11329,211373,61230271,44381,8515650
6249,3889,324,570324,1,0,27.379999999999999,27.379999999999999,418798.364189999992959,4564630.787990000098944,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,66,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3889,570324,27.379999999999999,99.200000000000003,69.299999999999997,123689,81576,111302,12269986,5653202.000000000000000,324,570324,27.379999999999999,99.200000000000003,69.299999999999997,121336,79874,24127,10055,109784,20206,12036483,5535271,2393422,696794
6250,3892,327,570327,1,0,27.120000000000001,27.120000000000001,418548.876999999978580,4564174.221199999563396,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,66,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3892,570327,27.120000000000001,69.799999999999997,1079.799999999999955,125596,82232,86472,8766569,88794647.000000000000000,327,570327,27.120000000000001,69.799999999999997,1079.799999999999955,123302,80593,26852,12029,85064,13580,8606462,87024348,1874247,12988473
6251,3893,328,570328,1,0,27.160000000000000,27.160000000000000,418785.529860000009649,4564168.463349999859929,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,66,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3893,570328,27.160000000000000,39.799999999999997,519.500000000000000,124191,81467,86330,4942788,42322114.000000000000000,328,570328,27.160000000000000,39.799999999999997,519.500000000000000,121942,79852,26799,11982,84974,13785,4853282,41483000,1066619,6224610
6252,3894,329,570329,1,0,37.659999999999997,37.659999999999997,418019.475370000000112,4563726.073099999688566,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,66,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3894,570329,37.659999999999997,175.300000000000011,883.500000000000000,128077,83227,94421,22451985,73530661.000000000000000,329,570329,37.659999999999997,175.300000000000011,883.500000000000000,125704,81559,25989,11559,93218,15370,22035929,72057420,4555861,10212248
6253,3895,330,570330,1,0,26.800000000000001,26.800000000000001,418300.184030000003986,4563716.273129999637604,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,66,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3895,570330,26.800000000000001,1.000000000000000,857.299999999999955,127498,83059,83146,127498,71206637.000000000000000,330,570330,26.800000000000001,1.000000000000000,857.299999999999955,125146,81409,25696,11509,81501,11539,125146,69792167,25696,9866704
6254,3896,331,570331,1,0,27.149999999999999,27.149999999999999,418534.631070000003092,4563710.222959999926388,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,66,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3896,570331,27.149999999999999,0.000000000000000,2361.500000000000000,126287,82549,82549,0,194939282.000000000000000,331,570331,27.149999999999999,0.000000000000000,2361.500000000000000,124015,80940,25957,12777,80940,12777,0,191140503,0,30171974
6255,3897,332,570332,1,0,27.379999999999999,27.379999999999999,418771.567990000010468,4563703.753549999557436,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,66,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3897,570332,27.379999999999999,313.300000000000011,1452.200000000000045,124925,81835,93279,39138848,118840124.000000000000000,332,570332,27.379999999999999,313.300000000000011,1452.200000000000045,122667,80224,25716,12463,92138,16183,38431454,116501813,8056917,18098186
6256,3898,333,570333,1,0,34.140000000000001,34.140000000000001,418012.431700000015553,4563284.676579999737442,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,66,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3898,570333,34.140000000000001,103.200000000000003,125.000000000000000,130306,84829,111230,13447541,10603635.000000000000000,333,570333,34.140000000000001,103.200000000000003,125.000000000000000,127912,83142,24893,10204,109956,19002,13200564,10392803,2568990,1275469
6257,3899,334,570334,1,0,27.100000000000001,27.100000000000001,418285.828510000021197,4563250.557289999909699,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,66,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3899,570334,27.100000000000001,30.300000000000001,633.000000000000000,129006,84135,87468,3908890,53257666.000000000000000,334,570334,27.100000000000001,30.300000000000001,633.000000000000000,126682,82500,23887,10771,86021,11817,3838471,52222563,723765,6818358
6258,3900,335,570335,1,0,26.809999999999999,26.809999999999999,418520.245820000011008,4563244.261359999887645,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,66,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3900,570335,26.809999999999999,65.299999999999997,830.799999999999955,127737,83609,88746,8341228,69462325.000000000000000,335,570335,26.809999999999999,65.299999999999997,830.799999999999955,125436,81978,25612,12164,87388,13837,8190989,68107623,1672456,10105441
6259,3901,336,570336,1,0,27.579999999999998,27.579999999999998,418757.355990000010934,4563240.056479999795556,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,66,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3901,570336,27.579999999999998,139.500000000000000,409.500000000000000,126157,82706,98500,17598923,33867971.000000000000000,336,570336,27.579999999999998,139.500000000000000,409.500000000000000,123925,81114,26007,12212,97436,17471,17287532,33216190,3627998,5000697
6260,3876,311,570311,1,0,117.739999999999995,117.739999999999995,419860.142229999997653,4565904.178020000457764,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,63,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3876,570311,117.739999999999995,405.000000000000000,198.000000000000000,108367,72848,100348,43888837,14423818.000000000000000,311,570311,117.739999999999995,405.000000000000000,198.000000000000000,113517,76276,10394,7040,105593,9680,45974317,15102592,4209501,1393950
6261,3902,337,570337,1,0,134.439999999999998,128.759999999999991,419240.598089999984950,4565144.847930000163615,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,67,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3902,570337,128.759999999999991,309.699999999999989,299.300000000000011,125228,83204,109861,38783154,24903041.000000000000000,337,570337,128.759999999999991,309.699999999999989,299.300000000000011,115115,76062,15530,7778,101515,12830,35651075,22765352,4809514,2327855
6262,3903,338,570338,1,0,80.040000000000006,80.040000000000006,419267.006040000007488,4564618.616720000281930,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,67,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3903,570338,80.040000000000006,298.199999999999989,38.700000000000003,118767,78378,115864,35416173,3033243.000000000000000,338,570338,80.040000000000006,298.199999999999989,38.700000000000003,116534,76764,18275,8271,113871,17605,34750376,2970753,5449631,320081
6263,3904,339,570339,1,0,80.260000000000005,80.260000000000005,419253.615129999991041,4564154.847099999897182,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,67,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3904,570339,80.260000000000005,700.500000000000000,70.700000000000003,118819,78256,116515,83232610,5532730.000000000000000,339,570339,80.260000000000005,700.500000000000000,70.700000000000003,116648,76684,19758,8866,114536,19183,81711968,5421562,13840640,626801
6264,3905,340,570340,1,0,80.500000000000000,80.500000000000000,419240.203549999976531,4563689.940580000169575,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,67,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3905,570340,80.500000000000000,398.800000000000011,370.500000000000000,119555,78588,104947,47678338,29116746.000000000000000,340,570340,80.500000000000000,398.800000000000011,370.500000000000000,117394,77034,20094,9777,103699,16593,46816812,28541253,8013440,3622448
6265,3906,341,570341,1,0,126.439999999999998,120.480000000000004,420148.645290000014938,4565092.981230000033975,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,68,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3906,570341,120.480000000000004,163.199999999999989,421.500000000000000,110038,73674,87987,17958274,31053714.000000000000000,341,570341,120.480000000000004,163.199999999999989,421.500000000000000,115378,77288,11011,7262,92976,8806,18829616,32576764,1797001,3060867
6266,3907,342,570342,1,0,106.280000000000001,106.280000000000001,420081.048669999989215,4564595.855159999802709,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,68,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3907,570342,106.280000000000001,547.700000000000045,174.500000000000000,111448,74407,105533,61040261,12983964.000000000000000,342,570342,106.280000000000001,547.700000000000045,174.500000000000000,116819,78063,9859,6349,111015,9334,63981765,13621923,5399976,1107827
6267,3908,343,570343,1,0,106.689999999999998,106.689999999999998,420066.884870000008959,4564131.912929999642074,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,68,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3908,570343,106.689999999999998,764.200000000000045,23.000000000000000,111619,74172,110958,85298966,1705955.000000000000000,343,570343,106.689999999999998,764.200000000000045,23.000000000000000,109490,72610,11043,6531,108887,10970,83672607,1670039,8439366,150208
6268,3909,344,570344,1,0,106.920000000000002,106.920000000000002,420053.805899999977555,4563666.694760000333190,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,68,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3909,570344,106.920000000000002,463.699999999999989,183.199999999999989,112567,74680,105341,52197272,13681325.000000000000000,344,570344,106.920000000000002,463.699999999999989,183.199999999999989,110477,73148,15205,8045,103785,13922,51227974,13400784,7050627,1473910
6269,3911,346,570346,1,0,271.529999999999973,228.860000000000014,421354.472499999974389,4564874.057459999807179,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,69,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3911,570346,228.860000000000014,571.000000000000000,510.699999999999989,109298,73458,96829,62409313,37515097.000000000000000,346,570346,228.860000000000014,571.000000000000000,510.699999999999989,107216,71891,3729,3102,95528,3521,61220473,36714963,2129079,1584173
6270,3913,348,570348,1,0,106.159999999999997,106.159999999999997,420993.983179999981076,4564105.136869999580085,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,69,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3913,570348,106.159999999999997,424.199999999999989,90.200000000000003,113293,75820,109075,48058993,6838937.000000000000000,348,570348,106.159999999999997,424.199999999999989,90.200000000000003,111096,74169,7535,5081,107211,7277,47126866,6690043,3196237,458324
6271,3914,349,570349,1,0,100.939999999999998,95.280000000000001,421877.821969999989960,4564134.478579999879003,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,69,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3914,570349,95.280000000000001,176.800000000000011,3.700000000000000,104249,69718,103823,18431145,257957.000000000000000,349,570349,95.280000000000001,176.800000000000011,3.700000000000000,102321,68291,0,0,101932,0,18090439,252678,0,0
6272,3916,351,570351,1,0,80.099999999999994,80.099999999999994,418153.804560000018682,4562674.796740000136197,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,70,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3916,570351,80.099999999999994,347.199999999999989,212.500000000000000,132517,86539,120220,46009927,18389552.000000000000000,351,570351,80.099999999999994,347.199999999999989,212.500000000000000,130059,84826,21331,8636,118623,18121,45156341,18025481,7406000,1835089
6273,3915,350,570350,1,0,82.329999999999998,82.329999999999998,417737.031260000017937,4562728.397870000451803,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,70,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3915,570350,82.329999999999998,23.699999999999999,1081.200000000000045,139091,91030,92734,3296455,98421747.000000000000000,350,570350,82.329999999999998,23.699999999999999,1081.200000000000045,128046,83316,18593,7618,85022,8037,3034702,90081722,440666,8236723
6274,3918,353,570353,1,0,40.600000000000001,40.600000000000001,418742.785259999975096,4562659.345590000040829,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,70,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3918,570353,40.600000000000001,139.699999999999989,293.000000000000000,128313,84303,103853,17925330,24700751.000000000000000,353,570353,40.600000000000001,139.699999999999989,293.000000000000000,126020,82676,26634,12230,102747,18900,17604950,24224156,3720815,3583413
6275,3919,354,570354,1,0,80.560000000000002,80.560000000000002,419226.827860000019427,4563224.255579999648035,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,71,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3919,570354,80.560000000000002,589.700000000000045,320.000000000000000,120360,79132,110278,70976179,25322314.000000000000000,354,570354,80.560000000000002,589.700000000000045,320.000000000000000,118194,77580,18731,9057,108821,16498,69698815,24825570,11045664,2898106
6276,3920,355,570355,1,0,106.909999999999997,106.909999999999997,420040.893120000022464,4563201.088200000114739,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,71,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3920,570355,106.909999999999997,613.799999999999955,74.500000000000000,113231,75191,110663,69501261,5601729.000000000000000,355,570355,106.909999999999997,613.799999999999955,74.500000000000000,111178,73685,14281,7627,108820,13863,68240931,5489499,8765842,568215
6277,3922,357,570357,1,0,106.159999999999997,106.159999999999997,420027.371389999985695,4562737.092559999786317,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,71,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3922,570357,106.159999999999997,447.300000000000011,63.500000000000000,115644,77080,112633,51727569,4894563.000000000000000,357,570357,106.159999999999997,447.300000000000011,63.500000000000000,113505,75521,14520,8427,110741,14077,50770984,4795561,6494873,535125
6278,3940,375,570375,1,0,253.750000000000000,222.650000000000006,421566.312830000009853,4561986.452610000036657,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,76,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3940,570375,222.650000000000006,135.300000000000011,12.800000000000001,104606,69992,102757,14153136,895897.000000000000000,375,570375,222.650000000000006,135.300000000000011,12.800000000000001,102755,68636,3413,2297,101060,3358,13902819,878543,461793,29399
6279,3926,361,570361,1,0,187.120000000000005,187.120000000000005,420932.852330000023358,4562991.944040000438690,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,72,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3926,570361,187.120000000000005,621.299999999999955,250.000000000000000,116193,77835,108768,72190831,19458802.000000000000000,361,570361,187.120000000000005,621.299999999999955,250.000000000000000,114046,76222,11381,6630,107162,10516,70856499,19055561,7070786,1657550
6280,3927,362,570362,1,0,123.719999999999999,123.489999999999995,421819.377870000025723,4563008.530229999683797,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,72,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3927,570362,123.489999999999995,251.000000000000000,0.000000000000000,106688,71301,106688,26778759,0.000000000000000,362,570362,123.489999999999995,251.000000000000000,0.000000000000000,104773,69880,0,0,104773,0,26298066,0,0,0
6281,3930,365,570365,1,0,61.560000000000002,61.560000000000002,418136.688959999999497,4562063.498780000023544,0,57,WEBER,16,Urban Davis County,3,Ogden area,9,Ogden Core,74,Ogden Core,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3930,570365,61.560000000000002,167.300000000000011,381.199999999999989,131976,85983,105478,22079607,32776810.000000000000000,365,570365,61.560000000000002,167.300000000000011,381.199999999999989,129580,84334,20075,7984,104356,13335,21678657,32147984,3358589,3043658
