OID_,TAZID,SA_TAZID,CO_TAZID,SUBAREAID,EXTERNAL,ACRES,DEVACRES,X,Y,ADJ_XY,CO_FIPS,CO_NAME,DISTSUPER,DSUP_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,CITY_NAME,IMX_GENRL,IMX_COALIX,IMX_OLGAIX,IMX_OLGAXI,IMX_PETRIX,TAZID_1,CO_TAZID_1,DEVACRES_1,HH,JOB,AUTO_JB,AUTO_HH,COMP_AUTO,AUTO_JB_WT,AUTO_HH_WT,TAZID_12,CO_TAZID_12,DEVACRES_12,HH_1,JOB_1,AUTO_JB_1,AUTO_HH_1,TRAN_JB,TRAN_HH,COMP_AUTO_1,COMP_TRAN,AUTO_JB_WT_1,AUTO_HH_WT_1,TRAN_JB_WT,TRAN_HH_WT
6156,3729,164,570164,1,0,298.089999999999975,297.879999999999995,411558.595099999976810,4570435.541480000130832,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,6,NW Weber,28,NW Weber,Marriott-Slaterville,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3729,570164,297.879999999999995,29.699999999999999,1.800000000000000,108743,74318,107542,3229656,133773.000000000000000,164,570164,297.879999999999995,29.699999999999999,1.800000000000000,105937,72349,0,0,104848,0,3146329,130228,0,0
6157,3726,161,570161,1,0,476.360000000000014,474.310000000000002,411635.104709999985062,4571272.027459999546409,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,6,NW Weber,28,NW Weber,Plain City,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3726,570161,474.310000000000002,247.500000000000000,2.800000000000000,92786,65062,92600,22964580,182173.000000000000000,161,570161,474.310000000000002,247.500000000000000,2.800000000000000,90232,63173,0,0,90063,0,22332325,176885,0,0
6158,3730,165,570165,1,0,259.399999999999977,258.819999999999993,413100.108469999977387,4569604.230370000004768,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,6,NW Weber,28,NW Weber,Marriott-Slaterville,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3730,570165,258.819999999999993,27.800000000000001,126.700000000000003,117087,79105,89319,3255032,10022652.000000000000000,165,570165,258.819999999999993,27.800000000000001,126.700000000000003,113965,76904,0,0,87433,0,3168230,9743701,0,0
6159,3731,166,570166,1,0,1042.279999999999973,1020.429999999999950,408453.349059999978635,4568964.994079999625683,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,6,NW Weber,29,NW Weber,Weber County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3731,570166,1020.429999999999950,92.799999999999997,2.300000000000000,95173,68284,94781,8832054,157054.000000000000000,166,570166,1020.429999999999950,92.799999999999997,2.300000000000000,93002,66763,0,0,92647,0,8630578,153555,0,0
6160,3735,170,570170,1,0,235.650000000000006,230.240000000000009,409955.740590000001248,4570416.755359999835491,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,6,NW Weber,30,NW Weber,Marriott-Slaterville,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3735,570170,230.240000000000009,7.300000000000000,1.000000000000000,96718,67264,94493,706039,67264.000000000000000,170,570170,230.240000000000009,7.300000000000000,1.000000000000000,94294,65599,0,0,92274,0,688348,65599,0,0
6161,3737,172,570172,1,0,404.949999999999989,400.740000000000009,412804.221149999997579,4568734.085710000246763,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,6,NW Weber,30,NW Weber,Marriott-Slaterville,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3737,570172,400.740000000000009,78.200000000000003,0.000000000000000,116792,79752,116792,9133145,0.000000000000000,172,570172,400.740000000000009,78.200000000000003,0.000000000000000,113724,77592,0,0,113724,0,8893202,0,0,0
6162,3741,176,570176,1,0,841.710000000000036,817.860000000000014,415513.706140000023879,4576118.608149999752641,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,31,North Ogden,Pleasant View,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3741,570176,817.860000000000014,442.300000000000011,6.500000000000000,85025,60402,84811,37606744,392612.000000000000000,176,570176,817.860000000000014,442.300000000000011,6.500000000000000,81788,57970,1344,775,81596,1340,36174686,376806,594516,5036
6163,3746,181,570181,1,0,217.699999999999989,215.840000000000003,417627.249390000011772,4576892.321849999949336,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,33,North Ogden,Pleasant View,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3746,570181,215.840000000000003,98.000000000000000,9.500000000000000,67081,50054,66150,6573890,475512.000000000000000,181,570181,215.840000000000003,98.000000000000000,9.500000000000000,64906,48333,0,0,64063,0,6360777,459165,0,0
6164,3745,180,570180,1,0,179.900000000000006,171.689999999999998,417739.014580000017304,4577678.080409999936819,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,33,North Ogden,Pleasant View,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3745,570180,171.689999999999998,16.800000000000001,0.000000000000000,62419,46783,62419,1048633,0.000000000000000,180,570180,171.689999999999998,16.800000000000001,0.000000000000000,60432,45206,0,0,60432,0,1015255,0,0,0
6165,3747,182,570182,1,0,378.189999999999998,355.769999999999982,418973.163140000018757,4576617.761189999990165,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,33,North Ogden,North Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3747,570182,355.769999999999982,32.299999999999997,2.800000000000000,58333,44002,57629,1884167,123205.000000000000000,182,570182,355.769999999999982,32.299999999999997,2.800000000000000,56484,42518,0,0,55845,0,1824420,119051,0,0
6166,3744,179,570179,1,0,416.279999999999973,406.610000000000014,416500.035930000012740,4573927.029109999537468,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,32,North Ogden,Pleasant View,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3744,570179,406.610000000000014,268.699999999999989,78.000000000000000,91562,65178,87667,24602649,5083848.000000000000000,179,570179,406.610000000000014,268.699999999999989,78.000000000000000,88743,62998,2549,1367,85183,2385,23845323,4913863,684830,106640
6167,3748,183,570183,1,0,740.070000000000050,716.250000000000000,417471.674799999978859,4575494.408339999616146,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,33,North Ogden,Pleasant View,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3748,570183,716.250000000000000,862.000000000000000,334.000000000000000,76806,56624,73017,66206410,18912537.000000000000000,183,570183,716.250000000000000,862.000000000000000,334.000000000000000,74219,54574,393,236,70753,365,63976366,18227871,338576,78724
6168,3749,184,570184,1,0,577.379999999999995,570.110000000000014,418791.067039999994449,4575203.729480000212789,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,33,North Ogden,North Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3749,570184,570.110000000000014,870.200000000000045,7.700000000000000,73818,54889,73719,64236422,422648.000000000000000,184,570184,570.110000000000014,870.200000000000045,7.700000000000000,71515,53011,1971,1636,71425,1969,62232051,408186,1715025,12594
6169,3750,185,570185,1,0,390.819999999999993,387.379999999999995,417448.067619999987073,4573815.704699999652803,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,33,North Ogden,Pleasant View,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3750,570185,387.379999999999995,404.000000000000000,109.200000000000003,88234,63510,84801,35646726,6935271.000000000000000,185,570185,387.379999999999995,404.000000000000000,109.200000000000003,85533,61402,586,393,82396,561,34555248,6705142,236596,42880
6170,3754,189,570189,1,0,192.020000000000010,191.289999999999992,419487.304490000009537,4574337.538279999978840,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,35,North Ogden,North Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3754,570189,191.289999999999992,344.000000000000000,90.299999999999997,80259,59132,77399,27609260,5339645.000000000000000,189,570189,191.289999999999992,344.000000000000000,90.299999999999997,77796,57112,4315,3751,75175,4244,26761864,5157208,1484427,338704
6171,3756,191,570191,1,0,253.080000000000013,253.080000000000013,419699.698970000026748,4573462.564960000105202,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,35,North Ogden,North Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3756,570191,253.080000000000013,499.300000000000011,150.800000000000011,84069,61802,80670,41975823,9319743.000000000000000,191,570191,253.080000000000013,499.300000000000011,150.800000000000011,81702,59819,4276,3510,78571,4166,40793648,9020684,2134856,529233
6172,3751,186,570186,1,0,294.490000000000009,294.300000000000011,418390.464269999996759,4573552.114299999549985,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,33,North Ogden,North Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3751,570186,294.300000000000011,160.699999999999989,582.200000000000045,82656,60671,67626,13282826,35322810.000000000000000,186,570186,294.300000000000011,160.699999999999989,582.200000000000045,80096,58612,3483,3133,65766,3249,12871472,34124057,559733,1823793
6173,3759,194,570194,1,0,426.980000000000018,426.430000000000007,415680.311129999987315,4572029.296360000036657,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,36,North Ogden,Weber County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3759,570194,426.430000000000007,128.300000000000011,2105.699999999999818,101081,69705,72613,12968685,146778820.000000000000000,194,570194,426.430000000000007,128.300000000000011,2105.699999999999818,97906,67419,6550,3203,70445,3535,12561379,141963449,840388,6743980
6174,3762,197,570197,1,0,228.189999999999998,214.800000000000011,416939.417399999976624,4570918.096590000204742,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,37,North Ogden,Harrisville,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3762,570197,214.800000000000011,77.700000000000003,8.300000000000001,100251,70085,98444,7789471,581706.000000000000000,197,570197,214.800000000000011,77.700000000000003,8.300000000000001,97523,68051,7104,3600,95879,6909,7577507,564825,552013,29884
6175,3766,201,570201,1,0,229.419999999999987,229.419999999999987,419334.962300000013784,4572625.928089999593794,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,38,North Ogden,North Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3766,570201,229.419999999999987,514.700000000000045,1012.299999999999955,86689,62882,73837,44618713,63655645.000000000000000,201,570201,229.419999999999987,514.700000000000045,1012.299999999999955,84370,60972,4407,3641,72181,4008,43425038,61722184,2268139,3686288
6176,3763,198,570198,1,0,504.149999999999977,502.079999999999984,417920.438919999985956,4571422.570310000330210,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,37,North Ogden,North Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3763,570198,502.079999999999984,803.799999999999955,191.000000000000000,94778,67071,91338,76182188,12810602.000000000000000,198,570198,502.079999999999984,803.799999999999955,191.000000000000000,92232,65109,4290,2651,89082,4099,74135928,12435769,3448115,506339
6177,3769,204,570204,1,0,171.009999999999991,171.009999999999991,419294.128320000017993,4571695.681389999575913,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,38,North Ogden,North Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3769,570204,171.009999999999991,490.800000000000011,290.000000000000000,89317,64288,82794,43836578,18643577.000000000000000,204,570204,171.009999999999991,490.800000000000011,290.000000000000000,86789,62385,4627,3458,80779,4339,42595815,18091587,2270835,1002683
6178,3761,196,570196,1,0,585.470000000000027,584.070000000000050,417745.290740000025835,4572464.052790000103414,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,37,North Ogden,Harrisville,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3761,570196,584.070000000000050,1405.799999999999955,797.000000000000000,92308,65845,85620,129767092,52478156.000000000000000,196,570196,584.070000000000050,1405.799999999999955,797.000000000000000,89623,63823,2795,1711,83466,2536,125992475,50867180,3929537,1363283
6179,3764,199,570199,1,0,277.329999999999984,276.519999999999982,418139.371790000004694,4570462.142450000159442,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,37,North Ogden,Harrisville,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3764,570199,276.519999999999982,394.800000000000011,384.800000000000011,99183,69124,88132,39157599,26599077.000000000000000,199,570199,276.519999999999982,394.800000000000011,384.800000000000011,96781,67303,6206,4581,86459,5637,38209280,25898027,2450147,1762869
6180,3772,207,570207,1,0,273.620000000000005,272.879999999999995,419265.153760000015609,4570627.490709999576211,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,39,North Ogden,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3772,570207,272.879999999999995,1007.799999999999955,187.500000000000000,94016,66485,91266,94749783,12466025.000000000000000,207,570207,272.879999999999995,1007.799999999999955,187.500000000000000,91794,64767,4216,3439,89273,4143,92510177,12143851,4248585,644784
6181,3771,206,570206,1,0,73.290000000000006,72.000000000000000,420754.557710000022780,4571750.191929999738932,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,38,North Ogden,North Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3771,570206,72.000000000000000,21.800000000000001,0.300000000000000,81098,59369,80921,1767939,17811.000000000000000,206,570206,72.000000000000000,21.800000000000001,0.300000000000000,79068,57736,302,300,78907,302,1723692,17321,6581,90
6182,3773,208,570208,1,0,381.769999999999982,371.300000000000011,420308.042539999994915,4570746.192889999598265,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,39,North Ogden,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3773,570208,371.300000000000011,880.700000000000045,107.200000000000003,87398,62861,85737,76971809,6738728.000000000000000,208,570208,371.300000000000011,880.700000000000045,107.200000000000003,85120,61198,3349,3447,83612,3355,74965259,6560431,2949279,369551
6183,3776,211,570211,1,0,466.509999999999991,466.089999999999975,414962.856280000007246,4570437.032700000330806,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,40,North Ogden,Farr West,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3776,570211,466.089999999999975,237.300000000000011,46.299999999999997,109300,74397,105661,25936812,3444598.000000000000000,211,570211,466.089999999999975,237.300000000000011,46.299999999999997,106029,72035,5914,1179,102719,5453,25160685,3335225,1403474,54579
6184,3778,213,570213,1,0,607.009999999999991,606.419999999999959,414919.783950000011828,4567913.331910000182688,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,40,North Ogden,Marriott-Slaterville,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3778,570213,606.419999999999959,231.000000000000000,112.799999999999997,120259,80545,111301,27779914,9085508.000000000000000,213,570213,606.419999999999959,231.000000000000000,112.799999999999997,117243,78392,6093,1545,108984,5126,27083090,8842562,1407378,174272
6185,3765,200,570200,1,0,549.960000000000036,548.960000000000036,417896.039930000028107,4569468.747299999929965,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,37,North Ogden,Harrisville,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3765,570200,548.960000000000036,322.199999999999989,1677.500000000000000,105066,72144,80162,33852119,121020900.000000000000000,200,570200,548.960000000000036,322.199999999999989,1677.500000000000000,102566,70308,7916,4669,78625,5506,33046651,117941397,2550492,7832634
6186,3780,215,570215,1,0,692.169999999999959,692.169999999999959,416367.957240000017919,4568509.013539999723434,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,41,North Ogden,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3780,570215,692.169999999999959,0.000000000000000,5214.000000000000000,115275,77029,77029,0,401628317.000000000000000,215,570215,692.169999999999959,0.000000000000000,5214.000000000000000,112490,75028,8073,3788,75028,3788,0,391197702,0,19751720
6187,3781,216,570216,1,0,533.110000000000014,532.100000000000023,416169.757519999984652,4567064.090139999985695,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,41,North Ogden,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3781,570216,532.100000000000023,0.000000000000000,7720.699999999999818,126081,82946,82946,0,640403667.000000000000000,216,570216,532.100000000000023,0.000000000000000,7720.699999999999818,123140,80908,5792,2358,80908,2358,0,624665565,0,18208370
6188,3782,217,570217,1,0,399.529999999999973,399.529999999999973,417593.483970000001136,4568021.479020000435412,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,42,North Ogden,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3782,570217,399.529999999999973,1107.000000000000000,142.300000000000011,113592,76606,110958,125745980,10900978.000000000000000,217,570217,399.529999999999973,1107.000000000000000,142.300000000000011,103712,69660,12193,5088,101453,11722,114809409,9912568,13498022,724087
6189,3783,218,570218,1,0,198.590000000000003,198.590000000000003,417566.371319999976549,4566766.301549999974668,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,42,North Ogden,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3783,570218,198.590000000000003,499.800000000000011,535.299999999999955,115728,76960,100615,57840645,41196453.000000000000000,218,570218,198.590000000000003,499.800000000000011,535.299999999999955,113239,75212,12142,4317,99096,9232,56596725,40260885,6068737,2311138
6190,3784,219,570219,1,0,299.230000000000018,295.680000000000007,418389.208180000016000,4567712.339809999801219,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,42,North Ogden,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3784,570219,295.680000000000007,828.000000000000000,1100.500000000000000,115071,77867,98619,95279151,85692241.000000000000000,219,570219,295.680000000000007,828.000000000000000,1100.500000000000000,112596,76043,16410,8788,97113,13181,93229752,83685191,13587269,9670666
6191,3775,210,570210,1,0,147.909999999999997,147.909999999999997,419938.977040000027046,4569452.511119999922812,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,39,North Ogden,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3775,570210,147.909999999999997,612.700000000000045,1.300000000000000,97775,68705,97738,59906485,89316.000000000000000,210,570210,147.909999999999997,612.700000000000045,1.300000000000000,95607,67019,5232,4716,95574,5231,58578449,87124,3205475,6131
6192,3785,220,570220,1,0,269.519999999999982,269.519999999999982,419223.925479999976233,4568406.027049999684095,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,43,North Ogden,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3785,570220,269.519999999999982,733.000000000000000,1638.000000000000000,107341,73359,87925,78681027,120162190.000000000000000,220,570220,269.519999999999982,733.000000000000000,1638.000000000000000,105024,71652,14041,8593,86580,11030,76982232,117365565,10292319,14074625
6193,3787,222,570222,1,0,235.659999999999997,235.659999999999997,420271.278010000009090,4568643.556389999575913,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,44,North Ogden,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3787,570222,235.659999999999997,739.700000000000045,167.199999999999989,97512,68183,94027,72129460,11400235.000000000000000,222,570222,235.659999999999997,739.700000000000045,167.199999999999989,95482,66616,3830,3226,92275,3763,70627668,11138128,2832987,539441
6194,3788,223,570223,1,0,76.200000000000003,64.480000000000004,420596.686640000029001,4569388.357859999872744,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,44,North Ogden,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3788,570223,64.480000000000004,109.000000000000000,1.500000000000000,93789,66238,93565,10223021,99357.000000000000000,223,570223,64.480000000000004,109.000000000000000,1.500000000000000,91709,64638,1634,1581,91504,1634,9996266,96957,178112,2372
6195,3789,224,570224,1,0,140.650000000000006,140.650000000000006,420244.521349999995437,4567522.969299999997020,0,57,WEBER,14,Wastch Front Shoulder West/North,2,North and West Weber,7,North Ogden,44,North Ogden,Ogden,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3789,570224,140.650000000000006,520.700000000000045,13.300000000000001,106652,73319,106151,55533463,975149.000000000000000,224,570224,140.650000000000006,520.700000000000045,13.300000000000001,104434,71659,9387,6907,103978,9352,54379001,953071,4887617,91866
